,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Avg counts in Cre-,Avg counts in Cre+
Gm47272,27.93376132,0.634989512,1.085015662,0.585235342,0.558389484,0.953908854,23,43.2
Gm49413,14.82938872,0.584201139,1.000513073,0.583901555,0.559286547,0.953908854,13.3,22.2
Gm49839,74.30013332,0.40612528,0.697995024,0.581845523,0.560670737,0.953908854,54,115.4
Gnb1,940.1427468,-0.081217954,0.138705296,-0.585543278,0.558182476,0.953908854,739.3,1702.3
Mief2,29.74957046,-0.499508104,0.859033949,-0.581476558,0.560919313,0.953908854,23,56.7
Mios,42.75356905,-0.430351184,0.738143481,-0.583018337,0.559880956,0.953908854,28.9,91.6
Mllt11,37.79790977,-0.415331548,0.716010186,-0.580063743,0.561871633,0.953908854,24.7,74.5
Morrbid,67.95745022,0.287438482,0.494781114,0.58094069,0.561280427,0.953908854,59.9,110.1
Mtr,123.0515761,0.323519593,0.557575622,0.580225499,0.561762561,0.953908854,92.1,195.1
mt-Tl1,25.54475976,0.727012516,1.248492542,0.582312262,0.560356368,0.953908854,34.8,36.7
Myo18a,131.6390995,0.257733314,0.444260202,0.580140451,0.561819907,0.953908854,97.4,210.5
Nxt1,93.05097317,-0.259447484,0.445094544,-0.58290421,0.559957787,0.953908854,70.8,191
Pfkl,216.8982321,-0.115280037,0.198413392,-0.581009356,0.561234148,0.953908854,160.6,403.1
Pkd1,24.92824467,-0.809067499,1.390595376,-0.581813742,0.560692147,0.953908854,14,49.9
Psmc1,257.0042084,0.174684191,0.300243539,0.581808327,0.560695794,0.953908854,229.5,438.6
Rasl11b,36.99084652,-0.555414418,0.954285683,-0.582021116,0.560552458,0.953908854,22,79.2
Rpl7a,91.65223415,-0.239409323,0.410604468,-0.583065558,0.559849168,0.953908854,61.3,171.7
Rps6,13.97019595,0.800253601,1.371484208,0.583494579,0.559560405,0.953908854,13.7,17.2
Rusc2,3.428126668,-1.492067829,2.551141807,-0.584862756,0.558640003,0.953908854,3.1,8.1
Stambp,72.25187336,-0.372448887,0.639269758,-0.582616154,0.560151728,0.953908854,48.9,139.9
Susd6,296.235877,0.218727012,0.374073137,0.584717239,0.558737861,0.953908854,271.8,497
Tax1bp3,3.012786318,-1.521666639,2.603934552,-0.584372076,0.55897001,0.953908854,2.2,8.3
Timm22,75.60923078,0.293257811,0.501676854,0.584555194,0.558846842,0.953908854,67.6,120.3
Tmcc1,146.1908456,-0.206516088,0.35293154,-0.585144891,0.558450296,0.953908854,106.1,267
Tmem101,26.74994406,-0.467284155,0.799926061,-0.584159184,0.559113219,0.953908854,22.5,53.6
Tmem242,74.15743331,0.218180302,0.375455233,0.581108698,0.561167197,0.953908854,43.9,119.9
Trim28,434.0341841,0.101590745,0.173523121,0.585459417,0.558238847,0.953908854,369.7,744
Trim33,161.9659649,-0.246483892,0.423353836,-0.582217216,0.560420378,0.953908854,126.4,317.7
Trmt6,220.7539259,0.24746747,0.423780626,0.583951826,0.559252724,0.953908854,181.5,356.5
Ubac1,83.04880774,0.296588171,0.506613413,0.585432922,0.558256657,0.953908854,82.7,133.1
Ubac2,256.0520139,0.164937113,0.282202041,0.584464636,0.558907751,0.953908854,196.6,422.4
Ube4b,192.9408402,-0.222119976,0.382999313,-0.579948758,0.561949174,0.953908854,158.3,383.9
Usp21,90.98030358,-0.295725977,0.509690139,-0.580207373,0.561774782,0.953908854,65.4,169.9
Wdr13,85.83980031,-0.396015243,0.680115483,-0.582276471,0.560380471,0.953908854,65.3,160.5
Gm9085,12.7754918,0.886768853,1.529757269,0.579679451,0.562130804,0.95403842,8.5,15.5
AC121967.1,5.957587742,-0.465808125,0.804209428,-0.579212465,0.562445821,0.954159412,3.7,12
Gm38104,5.807020672,-1.277796806,2.205987477,-0.579240281,0.562427055,0.954159412,3.9,15.4
Pelp1,67.19175568,-0.408127966,0.704704588,-0.579147593,0.562489589,0.954159412,58,128.8
Slc2a1,447.1506637,0.121328995,0.209523935,0.579069856,0.562542039,0.954159412,326.9,748.9
Zfp580,28.72077838,-0.450029102,0.776977996,-0.579204436,0.562451238,0.954159412,21.9,58.7
Ckap2,82.56355745,-0.253297588,0.437661845,-0.578751817,0.562756647,0.954292747,68.8,159.8
Gm10933,2.58235609,1.689319699,2.918543502,0.578822861,0.562708704,0.954292747,9.3,2.7
Arhgef7,219.2958014,-0.164891158,0.28540328,-0.577747943,0.563434306,0.954429947,154.2,404.8
Fam84b,16.10067517,0.839964862,1.453089464,0.578054471,0.563227344,0.954429947,11,23.3
Gm19739,25.32956742,0.367330081,0.636043161,0.577523828,0.563585647,0.954429947,23,41
Gm37648,8.271857774,-0.81904153,1.418082799,-0.57756961,0.563554729,0.954429947,4,19.1
Gm6029,6.12385966,-0.968868951,1.677403609,-0.577600373,0.563533955,0.954429947,5.6,12.6
Gm9844,23.31472905,0.39102863,0.676193285,0.578279375,0.563075517,0.954429947,18.5,35.5
Grn,350.6066119,0.286631417,0.49592352,0.577975041,0.56328097,0.954429947,476.8,535.2
Mllt3,501.7486302,0.116919816,0.202427798,0.577587748,0.563542481,0.954429947,359.4,858.4
Mylpf,14.95977852,-0.590550379,1.021110937,-0.578341058,0.56303388,0.954429947,5.5,29.9
Phc2,230.6253559,0.201814236,0.348925857,0.578387162,0.563002759,0.954429947,194.1,383.2
Prkca,322.7800772,-0.122113875,0.211437304,-0.57754177,0.56357353,0.954429947,255.9,584.3
Atraid,141.9664694,0.244146954,0.422931795,0.577272639,0.563755294,0.954456689,112.7,233.2
Gbf1,219.8877294,0.122108056,0.211507959,0.577321329,0.563722408,0.954456689,163.8,377.8
Gm11802,17.82450853,0.846412709,1.466415668,0.577198354,0.563805469,0.954456689,23.2,21.1
D330023K18Rik,7.871956502,-0.800379204,1.387916378,-0.576676821,0.564157794,0.954642878,9.1,17.2
Fabp4,4.405506809,1.442323804,2.502008113,0.576466477,0.564299922,0.954642878,8.3,4.1
Gm37660,36.77220707,-0.482350258,0.836346868,-0.576734698,0.564118689,0.954642878,25.3,74.6
Igsf6,19.59756902,0.707998153,1.227913019,0.576586567,0.564218775,0.954642878,20.2,25.8
Pced1b,220.9765353,0.137577234,0.238545781,0.576733044,0.564119807,0.954642878,160.7,373.5
Them4,18.99958249,0.723990833,1.255987746,0.576431447,0.564323594,0.954642878,13,28.6
Sec24d,98.25930176,-0.307753899,0.53432495,-0.575967675,0.564637031,0.955057984,71.7,191.5
Ap4m1,27.83591942,0.532808473,0.925765984,0.575532567,0.564931172,0.955152865,35.8,38.6
Dnajc11,93.52029847,-0.363675216,0.632176686,-0.575274641,0.565105569,0.955152865,79.9,184.1
Dock4,34.87457373,0.680042844,1.181958682,0.575352468,0.565052944,0.955152865,39.5,36.5
Gm20305,2.983353725,1.676282057,2.91432902,0.575186276,0.565165323,0.955152865,5.8,6.6
Mxd3,55.28644089,0.473631617,0.822873041,0.575582858,0.56489717,0.955152865,38.9,80
Nipal3,193.3864623,0.150686587,0.262024905,0.575084978,0.565233827,0.955152865,152,335.9
Preb,176.438131,0.160750635,0.279272227,0.575605517,0.564881851,0.955152865,149.6,291
Rps19-ps3,8.431188406,-0.622830551,1.083125123,-0.575031027,0.565270313,0.955152865,6.8,21.2
Sema4b,59.53180446,0.358053296,0.622724392,0.574978756,0.565305665,0.955152865,43.1,82.8
Msto1,9.709529709,-1.106371322,1.924637403,-0.574846629,0.565395028,0.955188856,5,25.7
Bhlhe41,14.32042523,-0.667397994,1.161239182,-0.574729138,0.565474498,0.955208125,15,31.6
Gclc,165.6569362,0.244702861,0.426204095,0.574144789,0.565869827,0.955284922,113.2,266.6
Gm17334,239.2286412,-0.174148131,0.303299636,-0.574178502,0.565847015,0.955284922,178.5,462.3
Lig4,19.989429,-0.685940189,1.195639066,-0.573701721,0.566169664,0.955284922,18.5,44.3
Pcyt1a,49.73400437,0.435322692,0.758782768,0.573711885,0.566162785,0.955284922,39.3,73.6
Rasa2,433.5073671,0.104574732,0.182239828,0.573830281,0.566082655,0.955284922,328.3,736.7
Rps15a,1573.467256,-0.094195153,0.164075581,-0.574096114,0.565902763,0.955284922,1293.6,2837.4
Serac1,7.620308591,1.347556013,2.34906664,0.573655932,0.566200654,0.955284922,8.6,7.4
Sh2d1b1,10.50161234,0.939141909,1.637063892,0.57367456,0.566188046,0.955284922,13,11.3
Tpt1-ps3,33.97350588,-0.373164472,0.650499677,-0.573658197,0.566199121,0.955284922,30.3,70
Uqcrh-ps2,2.408090738,0.592241653,1.031982325,0.573887399,0.566044001,0.955284922,2.2,3.4
Thsd7b,9.959738002,-1.123123355,1.958180994,-0.573554415,0.566269366,0.955286006,10.5,24.7
Gm527,8.391178124,0.922962535,1.609614904,0.573405808,0.566369959,0.955340866,10.7,11
2210016L21Rik,97.49359057,0.309316183,0.549879624,0.562516176,0.573764386,0.955356935,91.3,163.2
2700081O15Rik,17.97849609,0.988940953,1.756897461,0.562890536,0.573509425,0.955356935,21.3,21.5
5730507A11Rik,11.7215256,1.01960036,1.782015886,0.572161207,0.567212766,0.955356935,11,12.3
6530402F18Rik,25.98442689,-0.49427122,0.87393875,-0.565567347,0.57168793,0.955356935,21.4,55.4
Abcb8,32.22329781,-0.389639079,0.680802202,-0.57232347,0.567102852,0.955356935,22.2,61.3
Acp2,48.00564157,0.44972288,0.788478901,0.570367678,0.568428347,0.955356935,53.4,72.2
Adamts5,6.239046622,1.360899283,2.394542292,0.568333784,0.569808343,0.955356935,7.5,6.6
Ap3s1,27.97643898,-0.497571059,0.882501928,-0.563818665,0.572877548,0.955356935,21.3,56.9
Arid5a,781.4538825,0.1203513,0.212664134,0.565921946,0.571446842,0.955356935,590.7,1332.1
B330016D10Rik,12.04751548,0.951803235,1.664215699,0.571923,0.567374141,0.955356935,6.5,14.7
Bambi,6.301183284,-1.163686509,2.051218587,-0.567314725,0.570500375,0.955356935,1.7,16.1
C1galt1,144.283064,-0.268090158,0.475583738,-0.563707581,0.572953157,0.955356935,118.3,286.3
C2cd4b,10.0618679,-0.807332852,1.426003356,-0.566150737,0.571291315,0.955356935,3.8,19.3
Ccdc148,10.40936724,-0.944222955,1.650901742,-0.571943763,0.567360074,0.955356935,8.2,23.6
Ccser2,297.0669615,0.136202536,0.240634381,0.566014446,0.57138396,0.955356935,196.7,510.3
Cdh1,83.80715898,0.352357363,0.62382223,0.564836177,0.572185198,0.955356935,94.3,131.9
Cep68,68.43407226,0.307439744,0.53891968,0.570474145,0.568356153,0.955356935,55,109.5
Clcn4,317.3011115,0.181623256,0.322712035,0.562802858,0.573569134,0.955356935,254.1,528.5
Cpsf1,219.6220301,0.1398676,0.245974085,0.568627384,0.569609037,0.955356935,167.1,374.4
Crebl2,60.23348342,0.413155362,0.729037877,0.566713164,0.570909075,0.955356935,64.3,89.9
Crnkl1,264.6260928,0.181503719,0.322292161,0.563165167,0.57332242,0.955356935,199.7,449.5
Csnk1g1,280.134251,-0.165824018,0.291466076,-0.568930766,0.569403126,0.955356935,220.8,542.2
Dram1,19.2466879,0.787093141,1.37773934,0.571293218,0.567800898,0.955356935,28,23.3
Dtl,222.5629829,0.159398997,0.281018316,0.567219243,0.570565236,0.955356935,180,387.6
Dusp9,12.64749733,-1.000762448,1.764030685,-0.567315782,0.570499656,0.955356935,10.7,27.6
Ebf1,7.584801313,0.940779652,1.670585827,0.563143562,0.57333713,0.955356935,14.2,9.2
Ero1l,114.844871,-0.236729361,0.415998766,-0.569062651,0.569313623,0.955356935,105.2,215.2
Etfa,145.0993621,-0.127768156,0.223324117,-0.572119831,0.567240795,0.955356935,102,260.9
Fdx1,79.00620436,0.289129726,0.507993579,0.569160199,0.569247429,0.955356935,60.9,124.6
Gm10642,6.024469325,1.047527595,1.862198945,0.56252185,0.573760521,0.955356935,6.4,5.9
Gm12017,8.722987616,-0.510891415,0.899928559,-0.567702191,0.570237203,0.955356935,6.3,17.7
Gm13785,16.01231635,0.850707998,1.4994554,0.567344649,0.570480048,0.955356935,13.1,18.9
Gm19522,16.96681895,-0.805200671,1.409601105,-0.571225908,0.567846518,0.955356935,5.2,35.9
Gm22574,13.33547627,1.628856032,2.891838011,0.563259777,0.573258004,0.955356935,6.9,11.3
Gm26189,7.069596784,-1.21714432,2.146173734,-0.567122922,0.57063067,0.955356935,4.9,16.2
Gm26823,94.3954509,-0.268895062,0.47178297,-0.569954998,0.568708221,0.955356935,61.3,178.1
Gm26857,7.455671655,-0.766810795,1.343023848,-0.570958436,0.568027818,0.955356935,7.6,17.8
Gm37419,9.977520708,1.191855313,2.113177135,0.564011078,0.572746593,0.955356935,11.8,10.1
Gm38257,75.85554455,0.310392924,0.550753231,0.563578944,0.57304072,0.955356935,51.6,118.9
Gm42611,48.64507972,-0.428067824,0.75100314,-0.56999472,0.568681279,0.955356935,24.7,103
Gm43200,9.838338134,1.300600992,2.300526828,0.565349196,0.571836273,0.955356935,10.7,13.1
Gm43338,7.146321913,-1.081467066,1.921357261,-0.562866203,0.573525996,0.955356935,8,17.4
Gm43963,100.2703869,-0.248713836,0.439789852,-0.565528819,0.571714128,0.955356935,57.3,193.5
Gm44013,12.64490414,0.883251242,1.559411001,0.566400546,0.571121524,0.955356935,9.8,16.5
Gm44567,58.99635838,-0.282118188,0.492984821,-0.572265466,0.567142142,0.955356935,33.6,109.3
Gm44667,61.75682894,-0.468102203,0.832034054,-0.562599813,0.573707419,0.955356935,34.7,123.1
Gm44751,17.30227822,0.850700474,1.50047654,0.566953532,0.570745753,0.955356935,12.9,19.8
Gm45360,5.106541583,-1.139225058,2.024524451,-0.562712423,0.573630724,0.955356935,3.5,11.7
Gm5075,3.820062563,-0.723611764,1.282997699,-0.564000828,0.572753569,0.955356935,8.2,7.4
Gm7461,3.533262073,-1.33904423,2.34590551,-0.570800582,0.568134828,0.955356935,3.4,9.4
Gm8318,3.365857381,0.535289877,0.942600977,0.567885977,0.570112394,0.955356935,3,4.9
H2-DMb2,7.952921805,1.034818454,1.828338473,0.565988447,0.571401634,0.955356935,13.7,7.5
Hnrnpf,207.3892212,-0.252406617,0.441762756,-0.571362374,0.567754029,0.955356935,141.4,390.7
Hs3st3b1,51.75607964,0.531024151,0.937576814,0.566379355,0.571135926,0.955356935,49.7,77.1
Ikbkb,590.2938693,0.10000572,0.176070551,0.567986634,0.570044043,0.955356935,449.7,1004.8
Il34,8.860585619,1.104992196,1.955869854,0.564962026,0.572099593,0.955356935,13.7,12.6
Itpkb,1196.68458,-0.082071939,0.144669751,-0.567305457,0.57050667,0.955356935,905.1,2246.7
Kif3a,30.45025306,0.523342029,0.927717265,0.564118023,0.572673813,0.955356935,33,40.7
Kif4,62.1700374,-0.296778442,0.522519553,-0.567975764,0.570051425,0.955356935,48.5,122.6
Klhl5,56.95428807,-0.35968454,0.631569548,-0.569508998,0.569010766,0.955356935,51.3,109.3
Lrp2bp,20.37578761,0.809740437,1.423082144,0.569004706,0.569352946,0.955356935,16.5,23.5
Ltk,25.64331718,-0.561795621,0.989125443,-0.567972065,0.570053936,0.955356935,10.6,56.3
Man2b2,40.78081485,-0.321902587,0.568968883,-0.565764836,0.571553653,0.955356935,26,77.3
Mark4,101.6920388,0.191177227,0.339824934,0.562575633,0.573723888,0.955356935,77.2,169.7
Mcmbp,280.4833102,-0.211651809,0.374639318,-0.564948202,0.572108997,0.955356935,211.6,542.6
Mcph1,95.98788528,0.205262775,0.360987299,0.568614949,0.569617478,0.955356935,86.1,158.8
Med4,118.0461042,0.203295217,0.358595474,0.566920757,0.570768021,0.955356935,92.4,195
Mettl3,29.22741463,-0.536844768,0.951461873,-0.564231509,0.572596587,0.955356935,19.7,55.7
Mettl6,86.05695603,0.359355286,0.632954422,0.567742753,0.570209657,0.955356935,77.2,129.2
Mfsd4a,14.88812413,0.712005298,1.251753232,0.568806439,0.569487504,0.955356935,15.8,20.1
Mlst8,32.13158298,0.442351377,0.780778184,0.566551917,0.571018651,0.955356935,32.8,48.3
Mrm3,18.82554835,-0.719103148,1.256975766,-0.572089906,0.567261067,0.955356935,11.4,39.4
Mrps23,190.4313966,-0.186216281,0.331072076,-0.562464475,0.573799602,0.955356935,137.5,357.4
Mtfmt,60.74763249,-0.320887117,0.563058362,-0.569900278,0.568745336,0.955356935,42.5,119.5
Naa40,200.9616841,-0.173843239,0.305837773,-0.568416507,0.569752184,0.955356935,156.8,376.2
Ndufaf7,84.57972895,-0.325080365,0.576198633,-0.564181076,0.572630905,0.955356935,54.6,166
Ndufb9,310.052329,-0.206315429,0.364219744,-0.566458662,0.571082026,0.955356935,221.8,583
Nsf,212.3312177,-0.208040489,0.365261928,-0.569565216,0.568972626,0.955356935,172.2,409.8
Nudcd2,86.3735894,-0.186666283,0.330703276,-0.564452476,0.572446234,0.955356935,67.2,153.7
Nup107,117.7232672,0.283081084,0.500149162,0.565993319,0.571398322,0.955356935,100,190
Parp9,406.7042734,-0.147050132,0.257650408,-0.570735103,0.56817922,0.955356935,302,753
Pde4a,66.29095408,-0.27856788,0.493623431,-0.564332773,0.572527681,0.955356935,44.5,125.3
Pde6d,36.88016824,-0.605762209,1.070827594,-0.565695367,0.571600886,0.955356935,31.6,87.4
Phactr2,161.6084682,0.197443391,0.349812557,0.564426253,0.572464076,0.955356935,122.7,256.9
Polr2i,103.6129302,-0.243793355,0.426868328,-0.571120738,0.567917802,0.955356935,86.3,202.9
Prorsd1,123.2368288,-0.307042426,0.538547213,-0.570130934,0.568588896,0.955356935,93.5,235.7
Psmb1,761.6339486,-0.098675509,0.173111111,-0.570012568,0.568669174,0.955356935,649.7,1390.7
Psmb7,42.08038532,-0.321423807,0.568483933,-0.565405261,0.571798147,0.955356935,29.5,80.1
Ralgapb,256.6153785,0.150199722,0.262646442,0.571870384,0.567409789,0.955356935,195.7,419.7
Rbm22,275.013801,0.089798586,0.15943605,0.563226358,0.573280757,0.955356935,211.2,464.9
Reep5,334.3523518,-0.111412839,0.195466734,-0.569983632,0.5686888,0.955356935,271.1,626.2
Rps10-ps2,17.44896383,0.468421483,0.819658672,0.571483593,0.567671879,0.955356935,12.1,25.5
Sipa1l3,49.47240683,-0.297114738,0.528189749,-0.562515153,0.573765083,0.955356935,40.1,100.3
Smpd4,104.6998025,-0.269718853,0.47613208,-0.56647906,0.571068164,0.955356935,59.5,194.6
Taco1,7.317097496,1.124002799,1.976520526,0.568677524,0.569575003,0.955356935,5.6,9.2
Tmem206,18.08418889,0.730024356,1.2870821,0.567193309,0.570582853,0.955356935,21.2,25.7
Tnfrsf8,7.810960895,1.055693375,1.868020909,0.565140021,0.571978529,0.955356935,5.5,8.3
Tomm20,72.64843339,-0.375720043,0.666372156,-0.563829145,0.572870415,0.955356935,65.8,138.5
Trbj1-2,3.826300578,-1.596254332,2.798545147,-0.570387201,0.568415109,0.955356935,3.3,9.6
Trp53i13,83.40042097,0.272044973,0.477245742,0.570031221,0.568656523,0.955356935,65.8,142.4
Ttc8,4.124001513,1.480715578,2.593629145,0.570904896,0.568064112,0.955356935,10.9,8.2
Wdr5,127.6442081,0.249749195,0.438962441,0.56895345,0.569387731,0.955356935,119.1,205.4
Zfp180,62.2993509,-0.377774175,0.659475654,-0.572840215,0.566752887,0.955356935,50.3,124.1
Zfp609,32.32155338,0.337456206,0.592478306,0.569567194,0.568971284,0.955356935,27.9,52.6
Zfp617,21.43864311,0.722280163,1.268115612,0.569569648,0.568969619,0.955356935,18.1,29.8
Zfp773,7.928272977,0.659273896,1.169099342,0.563916061,0.572811259,0.955356935,3.7,11.8
Zfp775,11.01349951,-0.574492661,1.007894449,-0.569992882,0.568682526,0.955356935,8.9,21.8
Zfp790,9.717469906,-0.833904126,1.464576864,-0.569382288,0.569096734,0.955356935,8,22.5
Zswim8,245.1889585,-0.157201497,0.276125753,-0.56931125,0.569144934,0.955356935,167.8,460.5
Acap3,67.67544856,0.289217211,0.514314298,0.562335545,0.573887425,0.955372923,45.7,109.6
Gm43982,12.6095249,1.193607292,2.122910129,0.562250505,0.573945355,0.955372923,11,12.6
Cebpd,15.39532029,-0.772523819,1.37480457,-0.561915371,0.574173681,0.955449114,17.5,33.4
Coq6,29.38933394,-0.424231419,0.75527901,-0.561688348,0.574328375,0.955449114,18.9,60.5
Fam214a,79.1775568,-0.299595921,0.533780908,-0.561271332,0.574612582,0.955449114,51.7,156.4
Gm24959,5.695088803,0.708328059,1.263056506,0.560804727,0.574930664,0.955449114,7.5,7.1
Gm3617,4.397815861,0.700238767,1.248622968,0.560808815,0.574927877,0.955449114,3.7,6.1
Iqce,73.68631359,-0.312200074,0.556819094,-0.56068493,0.575012343,0.955449114,44.3,151.4
Itgb3bp,26.79886199,-0.541695176,0.965703747,-0.560933079,0.574843159,0.955449114,19.8,54.7
Ndufb3,265.5812492,0.134562483,0.239608394,0.56159336,0.574393106,0.955449114,220.1,442.1
Nrde2,92.82849971,-0.312187837,0.55591055,-0.561579263,0.574402713,0.955449114,75.8,181.9
Polrmt,55.36092674,0.282609224,0.503977386,0.560757748,0.574962694,0.955449114,41.7,88.6
Rbm12b2,37.92707069,-0.419363729,0.747947552,-0.560686011,0.575011606,0.955449114,31.1,79.6
Rps4l,1.993541403,1.569259441,2.796242499,0.561202915,0.574659216,0.955449114,2,1.9
Rtn3,405.5054604,0.084795704,0.151116858,0.561126697,0.57471117,0.955449114,349.3,694.9
Trappc4,236.8210031,-0.187056845,0.333134708,-0.561505122,0.574453239,0.955449114,171.8,436.7
Zc2hc1a,12.0032721,-0.844137469,1.504285355,-0.561155147,0.574691777,0.955449114,5.2,25.5
5-Mar,256.303058,-0.181625044,0.324146557,-0.560317671,0.575262776,0.955612523,201.2,482.9
Araf,313.7873097,-0.121680587,0.217962977,-0.55826264,0.576665052,0.955612523,224.8,573.2
B930059L03Rik,2.842368166,1.632217307,2.915527283,0.55983606,0.575591265,0.955612523,6.1,6.2
Btbd11,97.09920109,0.286348805,0.512416702,0.558820203,0.576284433,0.955612523,81.6,150.7
Glud1,643.4716801,0.101043801,0.180579744,0.559552246,0.575784885,0.955612523,501.1,1071.8
Gm15427,46.99769959,0.270085414,0.483255108,0.558887861,0.576238255,0.955612523,34.7,77.2
Gm37642,74.2090844,0.322782457,0.576835155,0.55957487,0.57576945,0.955612523,63.1,112.8
Gm43628,14.42435033,-0.708691464,1.266273442,-0.559667005,0.575706592,0.955612523,15.3,29
Gm43920,23.06113336,0.700970983,1.255668157,0.558245408,0.576676818,0.955612523,20.2,36.4
Nme7,26.6933006,0.539020531,0.965329549,0.558379811,0.576585056,0.955612523,21,39.9
Nudt19,104.4083949,-0.262412107,0.468978206,-0.559540089,0.575793179,0.955612523,73.4,200.1
Nxn,37.74343653,-0.364391928,0.652245112,-0.558673299,0.576384706,0.955612523,26.5,75.3
